id,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
21259,2,0,0,3,0,0,0,230,2018,9,18,1,0,0,0,90.9,0,1
21260,2,1,0,1,0,0,0,1,2018,1,2,1,1,11,10,77.5,1,0
21261,2,0,0,1,0,0,1,253,2018,10,7,1,0,0,0,140.4,0,1
21262,2,0,1,3,0,0,0,120,2018,5,2,1,0,0,0,99.45,0,1
21263,2,0,0,2,0,0,0,0,2017,11,11,4,1,0,10,0.0,1,0
21264,2,0,0,3,2,0,0,150,2017,10,16,0,0,0,0,101.5,0,0
21265,2,0,2,1,2,0,0,221,2018,8,14,0,0,0,0,87.0,0,0
21266,2,0,2,2,1,0,0,29,2018,12,4,0,0,0,0,57.6,0,0
21267,2,0,0,3,1,0,0,164,2018,8,9,1,0,0,0,94.5,1,0
21268,1,0,0,1,0,0,0,21,2018,1,25,2,1,1,1,79.0,0,0
21269,3,0,0,4,0,0,1,98,2018,12,7,1,0,0,0,119.0,2,0
21270,2,0,1,1,0,0,0,247,2018,6,6,1,0,0,0,115.0,1,0
21271,2,0,1,1,0,0,0,60,2018,4,29,0,0,0,0,89.75,0,0
21272,2,0,1,2,1,0,0,106,2017,7,10,1,0,0,0,55.08,0,1
21273,2,0,1,3,0,0,0,168,2018,11,7,1,0,0,0,171.9,1,1
21274,2,0,1,3,0,0,0,134,2018,5,9,1,0,0,0,76.58,0,1
21275,3,0,2,3,0,0,1,7,2018,4,24,1,0,0,0,138.0,1,0
21276,2,0,0,3,0,0,0,59,2017,10,17,0,0,0,0,75.0,0,0
21277,2,0,0,2,0,0,0,21,2017,11,25,0,0,0,0,65.0,0,0
21278,2,0,2,3,1,0,0,194,2018,8,19,1,0,0,0,94.5,0,1
21279,2,0,0,2,0,0,1,56,2018,9,6,1,0,0,0,152.1,0,1
21280,3,0,0,2,0,0,1,6,2018,6,3,1,0,0,0,156.0,0,1
21281,2,0,0,1,0,0,0,217,2018,8,12,1,0,0,0,96.3,1,1
21282,2,0,1,2,0,0,0,305,2018,11,16,1,0,0,0,89.0,0,1
21283,2,0,0,3,0,0,0,100,2018,4,19,1,0,0,0,90.9,0,1
21284,3,0,2,3,0,0,1,120,2018,8,27,1,0,0,0,132.88,4,0
21285,1,0,1,2,0,0,0,6,2017,9,24,0,0,0,0,77.0,0,0
21286,2,0,2,3,1,0,0,72,2018,3,20,0,0,0,0,63.75,0,1
21287,2,0,1,2,0,0,0,81,2018,4,25,0,0,0,0,85.0,0,0
21288,2,0,0,2,0,0,2,1,2018,2,16,1,0,0,0,79.0,0,0
21289,2,0,0,1,0,0,0,44,2018,4,26,0,0,0,0,85.5,0,0
21290,2,1,1,3,0,0,0,38,2017,11,2,0,0,0,0,60.0,1,0
21291,2,1,1,0,0,0,0,158,2018,7,16,1,0,0,0,114.3,2,1
21292,1,0,0,1,0,0,0,68,2018,1,29,0,0,0,0,65.0,0,0
21293,2,0,0,4,1,0,0,155,2018,8,14,1,0,0,0,89.25,2,0
21294,2,2,0,3,0,0,3,65,2018,9,15,1,0,0,0,207.9,3,0
21295,3,0,2,2,0,0,1,98,2018,12,20,1,0,0,0,140.0,1,0
21296,1,0,1,1,0,0,0,9,2018,5,9,2,1,0,1,95.0,0,0
21297,2,0,0,2,0,0,1,62,2018,7,26,1,0,0,0,131.4,1,0
21298,2,0,2,6,0,0,0,85,2018,7,13,0,0,0,0,72.25,0,0
21299,2,1,2,1,0,0,0,131,2018,7,2,1,0,0,0,121.5,1,1
21300,2,0,0,1,0,0,1,2,2018,7,27,1,0,0,0,169.0,0,1
21301,3,0,1,2,0,0,1,39,2018,11,12,1,0,0,0,124.67,3,0
21302,2,1,0,2,0,0,0,5,2018,6,30,1,0,0,0,196.0,1,0
21303,1,0,2,1,0,0,0,45,2018,11,9,1,0,0,0,86.4,0,1
21304,2,0,0,3,0,0,0,228,2018,10,15,1,0,0,0,93.3,1,1
21305,2,0,2,4,0,0,0,228,2018,10,7,1,0,0,0,90.95,1,0
21306,3,0,0,3,0,0,1,58,2018,4,26,1,0,0,0,137.7,1,0
21307,2,0,0,1,2,0,0,72,2017,9,18,0,0,0,0,108.0,0,0
21308,2,0,1,4,0,0,0,91,2018,9,12,0,0,0,0,80.75,0,1
21309,2,0,0,4,0,0,0,65,2018,6,26,0,0,0,0,72.25,0,0
21310,2,0,2,2,0,0,1,194,2018,8,14,1,0,0,0,130.05,0,1
21311,3,0,0,4,0,0,1,63,2018,9,26,1,0,0,0,168.3,0,1
21312,2,0,0,1,0,0,0,73,2018,11,24,4,0,0,0,0.0,0,0
21313,1,0,0,3,0,0,0,30,2018,5,5,0,0,0,0,85.5,0,0
21314,2,0,0,2,0,0,0,157,2018,12,8,0,0,0,0,70.0,0,1
21315,2,0,1,4,0,0,2,19,2017,12,23,1,0,0,0,77.25,0,0
21316,1,0,0,2,0,0,0,6,2017,12,10,2,0,0,0,65.0,0,1
21317,2,0,0,1,0,0,0,104,2018,4,18,1,0,0,0,76.5,1,1
21318,2,0,2,2,1,0,0,166,2018,8,5,1,0,0,0,89.25,0,1
21319,1,0,3,9,0,0,1,134,2018,12,26,1,0,0,0,113.62,1,0
21320,1,0,1,3,0,0,0,149,2018,1,19,0,0,0,0,71.0,0,0
21321,3,0,0,2,0,0,1,216,2018,8,26,1,0,0,0,128.7,0,1
21322,3,0,2,3,0,0,1,23,2018,4,17,1,0,0,0,143.99,2,0
21323,1,0,0,4,0,0,0,37,2018,10,27,0,0,0,0,95.0,0,0
21324,2,0,2,5,0,0,0,107,2017,9,20,1,0,0,0,140.25,3,0
21325,2,0,0,2,0,0,0,122,2018,10,25,1,0,0,0,80.1,0,0
21326,2,0,2,3,0,0,0,256,2018,10,16,1,0,0,0,100.75,1,1
21327,2,0,1,3,0,0,0,144,2018,9,5,1,0,0,0,118.8,0,1
21328,2,0,2,4,0,0,1,54,2018,10,9,1,0,0,0,139.5,1,0
21329,3,0,0,3,0,0,1,54,2018,6,2,1,0,0,0,159.3,0,1
21330,1,0,0,1,0,0,0,114,2018,7,1,0,0,0,0,75.0,0,0
21331,2,0,0,3,0,0,1,267,2018,6,6,1,0,0,0,115.2,0,1
21332,2,0,0,2,0,0,0,80,2017,12,30,0,0,0,0,75.24,0,0
21333,3,0,0,1,0,0,1,81,2018,8,27,1,0,0,0,149.1,0,1
21334,2,0,2,3,0,0,1,54,2017,12,27,1,0,0,0,103.5,1,0
21335,1,0,1,5,0,0,0,174,2018,9,22,0,0,0,0,95.67,1,0
21336,2,0,2,3,0,0,2,34,2018,1,3,1,0,0,0,71.52,0,0
21337,2,0,0,5,1,0,0,41,2018,12,20,1,0,0,0,67.5,0,1
21338,0,2,0,1,0,0,2,93,2018,8,13,1,0,0,0,109.83,2,0
21339,1,0,1,1,0,0,0,72,2018,10,18,1,0,0,0,108.0,0,0
21340,2,0,0,3,0,0,0,103,2018,7,18,0,0,0,0,72.25,0,0
21341,2,0,0,2,0,0,0,70,2017,10,3,0,0,0,0,100.0,0,0
21342,2,0,2,3,0,0,0,157,2018,8,21,1,0,0,0,75.27,0,0
21343,2,0,2,3,0,0,0,172,2018,8,26,0,0,0,0,72.25,1,0
21344,2,1,0,1,0,0,0,33,2018,9,15,1,0,0,0,152.1,1,1
21345,2,0,0,2,0,0,0,122,2018,5,11,1,0,0,0,105.3,1,1
21346,3,0,0,1,0,0,1,77,2018,4,23,1,0,0,0,128.7,2,0
21347,2,0,1,2,0,0,0,186,2018,4,22,0,0,0,0,115.0,1,0
21348,2,0,0,2,0,0,0,38,2018,4,26,0,0,0,0,80.3,0,0
21349,3,0,0,3,0,0,1,17,2018,3,15,1,0,0,0,130.0,1,1
21350,2,0,1,4,0,0,0,149,2018,8,8,0,0,0,0,72.25,2,0
21351,2,1,1,0,0,1,0,4,2017,8,15,1,0,0,0,102.0,1,0
21352,2,0,0,2,0,0,1,245,2018,9,28,1,0,0,0,96.3,1,1
21353,2,0,2,4,2,0,0,200,2018,9,1,1,0,0,0,146.37,2,1
21354,2,0,0,3,0,0,0,72,2018,3,31,1,0,0,0,67.22,0,0
21355,1,0,1,2,0,0,1,19,2018,4,5,1,0,0,0,150.33,0,1
21356,2,0,0,2,0,0,3,17,2018,9,6,1,0,0,0,238.15,2,0
21357,1,0,1,2,0,0,0,5,2017,9,19,0,0,0,0,90.0,0,0
21358,1,0,0,1,0,0,0,43,2018,10,13,0,0,0,0,75.0,0,0
21359,1,0,1,1,0,0,1,52,2018,5,31,1,0,0,0,140.4,2,0
21360,2,0,1,2,0,0,0,143,2018,8,26,1,0,0,0,96.3,0,1
21361,1,0,0,1,0,0,0,47,2018,4,7,1,0,0,0,99.9,0,1
21362,2,0,0,2,0,0,1,7,2018,1,15,1,0,0,0,86.78,0,1
21363,2,2,1,2,0,1,3,13,2018,2,13,1,0,0,0,192.67,2,0
21364,2,2,2,4,0,0,3,60,2018,9,11,1,0,0,0,196.91,2,0
21365,2,0,1,3,0,0,2,4,2018,2,23,1,0,0,0,85.55,1,0
21366,3,0,0,2,0,0,1,103,2018,8,11,1,0,0,0,146.7,1,1
21367,1,0,0,1,0,0,0,156,2018,8,11,1,0,0,0,108.9,0,1
21368,2,0,1,2,0,0,0,217,2018,9,9,0,0,0,0,80.75,0,0
21369,1,0,1,0,1,0,0,3,2018,9,26,1,0,0,0,195.0,0,0
21370,2,0,0,3,0,0,0,151,2018,9,15,1,0,0,0,126.9,1,1
21371,2,0,0,1,0,0,2,43,2018,1,13,1,0,0,0,86.75,0,1
21372,2,0,2,1,0,0,0,116,2018,4,17,1,0,0,0,95.2,0,1
21373,2,0,0,3,0,0,0,112,2018,2,2,0,0,0,0,87.0,1,0
21374,2,0,2,2,0,0,0,126,2018,7,16,1,0,0,0,107.95,1,1
21375,2,0,1,2,0,0,0,147,2018,6,15,1,0,0,0,104.21,2,0
21376,2,0,2,2,1,0,0,207,2018,7,1,1,0,0,0,80.75,1,1
21377,1,0,2,4,0,0,0,69,2018,4,22,1,0,0,0,110.08,0,1
21378,1,0,2,1,0,0,0,116,2018,3,28,0,0,0,0,76.0,0,0
21379,1,0,0,3,0,0,0,127,2018,4,26,1,0,0,0,84.15,0,0
21380,1,0,1,2,0,0,0,82,2018,4,11,0,0,0,0,76.5,0,0
21381,3,0,2,2,2,0,0,6,2017,10,13,1,0,0,0,138.5,1,0
21382,2,0,0,2,1,0,0,138,2018,7,22,1,0,0,0,94.5,1,0
21383,2,0,1,3,0,0,1,49,2018,3,8,1,0,0,0,87.3,1,1
21384,2,2,2,4,2,0,3,69,2018,6,9,1,0,0,0,243.6,0,1
21385,2,0,2,1,0,0,0,93,2018,10,15,0,0,0,0,115.0,1,1
21386,2,0,0,1,0,0,0,105,2018,4,16,0,0,0,0,75.0,0,1
21387,2,0,2,1,2,0,0,102,2018,7,16,0,0,0,0,101.5,0,1
21388,2,0,2,2,0,0,0,46,2018,11,11,0,0,0,0,75.0,0,0
21389,2,1,0,1,0,0,0,86,2018,12,8,1,0,0,0,120.0,2,0
21390,2,0,0,1,0,0,0,54,2018,11,11,0,0,0,0,75.0,0,0
21391,2,0,1,1,0,0,0,109,2018,4,2,1,0,0,0,76.5,0,0
21392,2,0,0,3,0,0,0,142,2018,8,26,1,0,0,0,109.8,0,1
21393,2,0,0,3,0,0,0,42,2018,11,26,0,0,0,0,104.0,0,0
21394,1,0,2,1,0,0,0,2,2017,9,20,4,1,1,0,0.0,0,0
21395,2,0,0,2,0,0,1,104,2018,7,20,1,0,0,0,123.3,1,0
21396,2,0,0,3,2,0,0,36,2017,10,13,0,0,0,0,112.0,1,0
21397,2,0,1,2,2,0,0,180,2018,10,28,0,0,0,0,100.08,0,1
21398,2,0,2,3,0,0,0,262,2018,11,26,1,0,0,0,73.95,0,1
21399,2,0,0,2,0,0,0,210,2018,8,16,1,0,0,0,90.9,1,1
21400,1,0,0,1,0,0,1,3,2018,11,15,4,0,0,0,0.0,1,0
21401,2,0,1,2,0,0,0,141,2017,9,20,0,0,0,0,90.0,1,0
21402,2,2,0,1,0,0,3,4,2018,12,27,1,0,0,0,160.8,0,0
21403,1,0,0,1,0,0,0,1,2018,4,29,0,0,0,0,65.0,0,0
21404,2,0,1,4,0,0,1,104,2018,7,21,1,0,0,0,120.8,2,0
21405,2,0,0,3,0,0,0,313,2018,12,8,1,0,0,0,91.8,0,1
21406,2,0,0,2,2,0,0,72,2017,9,18,0,0,0,0,108.0,0,0
21407,2,0,0,2,0,0,0,158,2018,8,25,1,0,0,0,90.0,2,0
21408,2,0,2,3,1,0,0,135,2018,5,9,1,0,0,0,80.75,0,0
21409,2,0,1,4,0,0,0,129,2018,8,8,1,0,0,0,114.3,1,0
21410,2,0,0,3,0,0,3,8,2017,12,30,0,0,0,0,192.67,0,0
21411,2,0,0,2,1,0,0,85,2018,3,22,1,0,0,0,65.83,0,1
21412,1,0,0,3,0,0,0,71,2018,9,14,2,0,0,0,120.0,0,0
21413,2,0,0,4,0,0,2,11,2017,10,31,1,0,0,0,83.5,0,0
21414,2,0,0,1,0,0,0,83,2017,9,30,0,0,0,0,112.2,0,0
21415,2,0,0,2,0,0,0,158,2018,7,25,1,0,0,0,90.95,0,1
21416,1,0,1,3,0,0,1,11,2018,5,9,1,0,0,0,141.0,0,1
21417,2,0,0,1,0,0,0,156,2018,7,23,1,0,0,0,105.3,1,1
21418,2,0,2,2,0,0,0,76,2018,3,18,0,0,0,0,59.5,1,0
21419,2,0,0,3,1,0,0,212,2018,11,18,1,0,0,0,67.5,1,0
21420,2,0,1,1,1,0,0,301,2018,7,30,1,0,0,0,115.0,1,0
21421,2,0,1,1,0,0,1,10,2018,10,10,0,0,0,0,107.0,0,0
21422,2,0,1,2,0,0,0,191,2018,8,22,1,0,0,0,94.5,0,1
21423,3,1,1,1,0,0,0,171,2018,8,22,1,0,0,0,137.7,0,1
21424,3,0,2,1,0,0,0,61,2018,11,12,0,0,0,0,105.0,0,0
21425,2,0,2,1,0,0,1,155,2018,8,16,1,0,0,0,137.7,0,1
21426,2,0,1,1,0,0,0,103,2018,4,19,0,0,0,0,115.0,0,1
21427,2,0,2,2,0,0,0,163,2018,6,5,0,0,0,0,100.0,0,1
21428,2,0,0,3,2,0,1,80,2017,10,9,0,0,0,0,136.0,0,0
21429,2,0,1,2,0,0,0,54,2018,11,8,1,0,0,0,171.9,1,0
21430,2,0,1,4,0,0,0,166,2018,8,5,1,0,0,0,99.45,0,1
21431,2,1,0,1,0,0,0,1,2018,8,20,1,0,0,0,139.0,1,1
21432,2,1,0,2,0,0,3,28,2018,8,10,1,0,0,0,207.63,0,1
21433,2,0,2,2,0,0,0,99,2017,10,30,0,0,0,0,65.0,0,1
21434,1,0,3,7,0,0,0,113,2018,7,7,2,0,0,0,75.0,0,1
21435,2,0,1,2,0,0,0,66,2017,10,20,0,0,0,0,75.0,0,1
21436,3,0,2,3,0,0,1,143,2018,8,25,1,0,0,0,132.88,0,1
21437,3,0,0,1,0,0,1,36,2018,8,13,1,0,0,0,168.3,2,0
21438,1,0,0,3,0,0,1,6,2017,11,3,0,0,0,0,55.0,0,0
21439,2,0,2,5,0,0,0,123,2018,9,10,1,0,0,0,129.6,0,1
21440,3,0,0,2,0,0,0,230,2018,9,6,1,0,0,0,137.0,0,1
21441,1,0,1,2,0,0,1,81,2018,9,16,1,0,0,0,149.4,0,1
21442,2,0,0,4,0,0,0,138,2018,5,5,1,0,0,0,99.45,1,0
21443,2,0,1,2,1,0,0,243,2018,9,9,1,0,0,0,104.4,0,1
21444,2,0,0,2,0,0,1,141,2018,9,23,1,0,0,0,147.6,1,0
21445,2,0,1,3,0,0,4,5,2018,8,22,1,0,0,0,105.25,0,0
21446,2,0,2,2,0,0,0,108,2018,5,7,1,0,0,0,76.5,1,1
21447,2,0,2,3,1,0,0,161,2018,8,9,1,0,0,0,97.75,1,1
21448,2,0,2,5,0,0,0,191,2018,8,3,0,0,0,0,72.25,0,1
21449,1,0,0,1,0,0,0,40,2018,10,13,0,0,0,0,109.65,0,0
21450,2,0,0,1,2,0,0,14,2018,4,26,0,0,0,0,106.0,0,0
21451,2,0,1,5,0,0,1,162,2018,3,8,0,0,0,0,62.0,0,0
21452,2,0,1,1,1,0,0,109,2018,4,16,1,0,0,0,76.5,0,1
21453,2,0,0,3,0,0,0,66,2017,9,30,2,0,0,0,71.4,0,1
21454,2,0,1,2,0,0,0,35,2017,10,26,0,0,0,0,77.0,3,0
21455,2,0,0,2,2,0,0,102,2017,10,15,0,0,0,0,109.0,0,0
21456,2,0,2,1,0,0,2,25,2017,10,31,1,0,0,0,82.92,1,0
21457,2,0,2,4,0,0,0,210,2018,10,16,1,0,0,0,90.95,2,1
21458,2,0,0,3,0,0,0,123,2018,8,1,1,0,0,0,105.3,0,0
21459,2,0,1,1,2,0,0,21,2018,9,21,1,0,0,0,183.15,3,0
21460,1,0,0,3,2,0,0,71,2018,5,7,0,0,0,0,98.0,0,0
21461,3,0,0,3,0,0,1,57,2018,6,10,1,0,0,0,126.3,1,0
21462,2,0,0,4,0,0,1,87,2018,10,6,1,0,0,0,132.3,1,1
21463,2,0,0,4,1,0,0,175,2018,7,31,1,0,0,0,85.5,0,1
21464,3,0,1,1,0,0,1,32,2018,7,17,1,0,0,0,137.7,0,0
21465,1,0,0,2,0,0,0,86,2017,9,14,0,0,0,0,87.5,0,0
21466,2,2,1,4,0,0,3,43,2018,3,26,1,0,0,0,170.61,0,1
21467,2,0,2,2,0,0,0,67,2018,12,1,0,0,0,0,75.0,0,0
21468,2,0,0,3,0,0,0,6,2017,12,9,0,0,0,0,58.0,0,0
21469,2,0,2,3,0,0,1,129,2018,8,19,1,0,0,0,123.93,0,1
21470,1,0,0,1,0,0,0,5,2017,12,20,0,0,0,0,65.8,0,0
21471,1,0,2,3,0,0,0,76,2018,11,6,1,0,0,0,170.1,2,1
21472,2,1,0,3,0,0,0,58,2018,3,31,1,0,0,0,123.3,2,0
21473,2,0,2,5,0,0,0,9,2018,10,3,0,0,0,0,85.0,0,1
21474,2,1,0,1,0,0,0,38,2018,8,1,1,0,0,0,152.1,0,1
21475,2,0,0,2,2,1,0,138,2018,3,12,1,0,0,0,124.65,1,0
21476,2,0,0,1,0,0,0,140,2018,7,7,1,0,0,0,114.3,0,1
21477,2,0,1,2,1,0,0,164,2018,8,26,1,0,0,0,94.5,0,1
21478,1,0,2,1,0,0,0,115,2018,2,27,0,0,0,0,61.0,0,1
21479,2,0,0,4,0,0,1,111,2018,6,7,1,0,0,0,132.6,0,1
21480,2,0,0,3,0,0,1,28,2018,9,17,1,0,0,0,154.0,1,1
21481,3,0,0,2,0,1,1,6,2018,4,10,1,0,0,0,159.33,2,0
21482,2,0,1,3,0,0,1,95,2018,10,3,1,0,0,0,132.3,1,1
21483,2,0,0,3,0,0,0,127,2018,6,27,1,0,0,0,96.3,1,0
21484,2,0,0,4,0,0,1,28,2017,10,19,0,0,0,0,75.0,1,0
21485,2,0,0,4,0,0,0,245,2018,7,27,1,0,0,0,110.0,0,1
21486,2,1,2,5,0,0,0,190,2018,6,28,1,0,0,0,95.13,1,0
21487,2,0,2,1,0,0,1,88,2018,5,7,1,0,0,0,149.4,0,1
21488,1,0,1,2,0,0,0,89,2018,4,1,1,0,0,0,68.25,1,0
21489,2,2,2,2,0,0,3,134,2018,8,19,1,0,0,0,163.95,2,0
21490,2,0,1,1,0,0,0,127,2018,2,28,0,0,0,0,71.0,0,0
21491,2,0,2,6,0,0,0,17,2018,12,27,0,0,0,0,68.0,0,0
21492,2,0,1,3,0,0,1,104,2018,7,21,1,0,0,0,91.48,1,0
21493,2,0,1,3,0,0,0,98,2018,5,8,1,0,0,0,119.85,0,1
21494,2,0,2,4,0,0,0,110,2017,12,9,0,0,0,0,70.0,0,0
21495,2,0,1,2,0,0,0,204,2017,10,26,0,0,0,0,72.75,0,0
21496,1,0,0,3,0,0,0,36,2018,10,18,1,0,0,0,135.0,0,1
21497,2,0,0,1,0,0,1,40,2018,6,20,0,0,0,0,96.3,0,0
21498,2,0,0,4,0,0,0,224,2018,8,13,1,0,0,0,90.95,1,1
21499,2,0,1,2,0,0,0,106,2018,11,4,1,0,0,0,90.0,3,0
21500,2,0,0,1,1,0,0,167,2018,10,4,1,0,0,0,80.1,0,1
21501,2,0,2,5,0,0,0,90,2017,8,23,1,0,0,0,76.5,0,0
21502,2,0,2,3,0,0,0,104,2017,7,18,1,0,0,0,76.5,0,1
21503,3,0,2,0,0,0,0,386,2018,10,23,0,0,0,0,115.0,1,1
21504,2,0,2,2,1,0,0,156,2018,8,21,1,0,0,0,94.5,0,1
21505,2,0,2,3,0,0,0,98,2017,11,6,0,0,0,0,65.0,1,0
21506,2,0,1,3,2,0,0,247,2018,6,6,0,0,0,0,90.0,1,0
21507,1,0,0,3,0,0,0,1,2018,11,3,0,0,0,0,75.0,0,0
21508,3,0,0,4,0,0,1,2,2018,5,10,1,0,0,0,147.0,2,0
21509,2,0,2,4,0,0,0,112,2018,4,24,1,0,0,0,90.95,1,1
21510,2,0,1,1,1,0,0,190,2018,10,29,1,0,0,0,70.55,1,1
21511,2,1,0,2,0,0,0,6,2018,7,23,1,0,0,0,180.0,2,0
21512,2,0,2,1,0,0,0,44,2018,4,15,0,0,0,0,95.0,0,0
21513,2,0,2,5,0,0,0,106,2018,7,21,0,0,0,0,72.25,2,0
21514,2,0,2,3,0,0,0,188,2018,7,28,1,0,0,0,90.95,1,1
21515,2,0,2,1,0,0,2,33,2017,8,23,1,0,0,0,67.5,0,1
21516,2,0,2,4,1,0,0,126,2018,7,24,1,0,0,0,97.75,1,0
21517,2,0,0,3,0,0,0,13,2017,12,29,0,0,0,0,65.0,0,0
21518,2,0,0,1,1,0,0,173,2018,8,13,1,0,0,0,94.5,0,1
21519,2,0,2,1,0,0,0,20,2017,12,27,0,0,0,0,58.0,1,0
21520,2,0,1,3,0,0,0,224,2018,8,2,0,0,0,0,80.75,0,0
21521,2,0,2,3,0,0,0,30,2018,10,30,0,0,0,0,85.0,0,1
21522,2,0,1,1,2,0,0,247,2018,6,3,0,0,0,0,115.0,1,1
21523,2,0,3,5,0,0,0,113,2018,8,28,2,0,0,0,100.0,1,0
21524,1,0,0,2,0,0,0,86,2017,9,9,2,0,0,0,90.0,0,0
21525,1,0,0,3,2,0,0,13,2018,5,26,0,0,0,0,73.0,0,0
21526,3,0,2,1,0,0,0,128,2018,9,18,1,0,0,0,162.0,2,0
21527,2,0,0,2,2,0,0,265,2018,6,22,1,0,0,0,115.0,1,1
21528,2,0,1,2,0,0,1,94,2017,12,26,0,0,0,0,60.5,1,0
21529,2,0,1,2,0,0,0,47,2018,8,21,0,0,0,0,85.0,0,0
21530,2,0,1,0,0,0,2,35,2018,9,26,1,0,0,0,248.49,1,0
21531,1,0,2,2,0,0,0,163,2018,6,5,0,0,0,0,80.0,0,1
21532,2,0,1,2,0,0,0,196,2018,9,12,0,0,0,0,80.75,0,0
21533,2,0,1,2,0,0,1,141,2018,7,4,0,0,0,0,82.45,0,0
21534,2,0,0,2,0,0,1,64,2018,9,9,1,0,0,0,149.4,0,1
21535,2,0,0,1,2,0,0,83,2017,12,10,0,0,0,0,112.2,0,0
21536,2,0,0,0,0,0,0,258,2018,10,16,1,0,0,0,110.0,0,1
21537,2,0,0,3,0,0,0,50,2017,1,18,0,0,0,0,71.0,0,0
21538,1,0,0,3,0,0,0,1,2018,12,7,4,1,0,1,0.0,1,0
21539,2,0,1,2,0,0,0,101,2018,4,18,1,0,0,0,90.3,1,0
21540,2,0,0,3,0,0,0,32,2018,3,24,0,0,0,0,85.0,0,0
21541,2,0,2,1,0,0,0,151,2018,8,27,1,0,0,0,96.3,1,1
21542,2,0,0,1,0,0,1,3,2017,12,1,0,0,0,0,87.2,0,0
21543,1,0,2,1,0,0,0,54,2018,4,30,1,0,0,0,90.9,1,1
21544,2,0,0,2,2,0,0,291,2018,7,19,1,0,0,0,115.0,0,1
21545,2,1,1,0,0,0,0,3,2018,1,14,1,0,0,0,77.5,2,0
21546,2,0,0,3,2,0,0,132,2018,6,14,1,0,0,0,137.7,0,1
21547,2,0,2,3,1,0,0,268,2018,10,9,1,0,0,0,95.4,1,1
21548,2,0,2,1,0,0,0,80,2018,3,19,0,0,0,0,68.0,0,0
21549,3,0,0,2,0,0,0,210,2018,10,20,1,0,0,0,105.4,0,1
21550,2,0,2,2,0,0,1,141,2018,5,20,1,0,0,0,108.29,0,0
21551,2,0,1,1,2,0,0,110,2018,6,26,1,0,0,0,94.5,0,1
21552,3,0,1,1,0,0,1,141,2018,7,16,1,0,0,0,137.7,2,0
21553,2,0,2,5,0,0,1,108,2018,7,31,1,0,0,0,121.37,0,1
21554,2,0,2,2,0,0,0,141,2017,11,23,1,0,0,0,72.25,2,0
21555,2,0,0,2,1,0,0,99,2018,7,15,1,0,0,0,94.5,1,0
21556,1,0,2,8,0,0,0,44,2018,11,1,1,0,0,0,101.38,0,1
21557,1,0,2,2,0,0,0,74,2018,7,24,0,0,0,0,68.0,0,0
21558,2,0,0,2,0,0,0,104,2018,4,26,1,0,0,0,96.3,1,0
21559,3,0,0,2,0,0,1,2,2018,6,13,1,0,0,0,197.0,2,0
21560,2,0,1,3,0,0,0,25,2017,11,22,0,0,0,0,65.0,0,0
21561,2,0,1,2,1,0,0,121,2018,7,16,1,0,0,0,103.5,0,1
21562,2,2,1,2,0,0,3,29,2018,3,25,1,0,0,0,201.0,2,0
21563,2,0,1,4,0,0,0,4,2017,12,21,0,0,0,0,58.0,0,0
21564,2,0,0,4,0,0,0,239,2018,12,28,1,0,0,0,90.65,0,0
21565,1,0,2,3,0,0,0,151,2018,1,6,1,0,0,0,62.0,0,0
21566,2,0,0,2,1,0,0,150,2018,7,2,1,0,0,0,63.75,0,1
21567,2,0,2,1,0,0,0,207,2018,12,30,0,0,0,0,95.0,0,0
21568,1,0,2,4,0,0,1,153,2018,6,16,1,0,0,0,106.2,0,1
21569,2,0,1,2,0,0,0,60,2017,10,12,0,0,0,0,65.0,0,0
21570,2,0,0,1,0,0,0,27,2017,12,29,0,0,0,0,65.0,0,0
21571,2,0,2,2,0,0,0,12,2017,10,4,0,0,0,0,72.0,0,0
21572,2,0,1,2,0,0,0,66,2018,10,17,0,0,0,0,75.0,0,0
21573,2,0,0,3,0,0,0,93,2018,6,1,0,0,0,0,80.75,0,0
21574,1,0,1,0,0,0,0,67,2018,11,6,1,0,0,0,86.4,0,0
21575,2,0,2,4,0,0,1,81,2018,10,4,1,0,0,0,132.3,3,0
21576,1,0,0,3,0,0,0,91,2018,10,18,1,0,0,0,90.9,0,1
21577,1,0,0,1,0,0,0,14,2018,10,7,0,0,0,0,109.65,0,0
21578,2,0,0,2,2,0,0,110,2017,7,25,0,0,0,0,94.5,0,1
21579,2,0,2,2,0,0,1,148,2018,5,6,1,0,0,0,108.16,0,1
21580,2,0,1,2,0,0,1,86,2018,10,26,1,0,0,0,104.4,0,0
21581,2,0,2,3,0,0,0,139,2018,7,16,1,0,0,0,68.0,0,1
21582,2,0,1,2,0,0,0,121,2018,11,22,1,0,0,0,90.0,0,1
21583,2,0,2,2,0,0,0,1,2018,2,28,0,0,0,0,60.0,0,1
21584,2,0,2,3,0,0,0,256,2018,10,16,1,0,0,0,100.3,1,1
21585,2,2,2,1,0,0,3,105,2018,8,28,1,0,0,0,186.3,0,1
21586,2,0,1,2,0,0,0,129,2018,5,13,0,0,0,0,80.75,0,0
21587,2,0,0,2,0,0,0,129,2018,8,25,1,0,0,0,105.3,1,0
